vertex_id,degree,vertex_type,depth,balance_mag,balance_angle,gap_angle_rad,gap_angle_deg,gap_direction,cos_gap_alignment,perp_x,perp_y,type_rank
25,3,E,0.41714532842652685,0.872677996235706,-0.6283185307596005,5.026548245670892,287.99999999583014,2.513274122835446,-1.0,-0.6220992981,0.608029666,4
26,3,E,0.40904688160002345,0.8726779962303164,3.141592653589793,5.026548245643385,287.99999999425415,0.0,-1.0,1.1869176962,0.0202444137,4
27,5,C,0.6406867889534184,0.6472135955170357,-1.8849555921859174,3.769911184357894,216.00000000287292,1.256637061410846,-1.0,0.3779007019,0.608029666,2
28,3,E,0.5672963705201984,0.5393446629325278,1.256637061412541,3.769911184357894,216.00000000287292,-1.8849555921789476,-1.0,0.1869176962,-0.7062981143,4
29,5,C,0.5189428037653484,0.6472135954604828,0.0,3.769911184162198,215.9999999916604,3.141592653589793,-1.0,-0.6220992981,-0.118512862,2
30,5,C,0.2675916394740604,0.6472135954776177,2.5132741228408015,3.769911184235281,215.99999999584773,-0.628318530704052,-1.0,1.1869176962,-0.7062981143,2
31,6,B,0.8557694848281814,0.16666666668034144,2.5132741229400826,1.256637061536202,72.00000000574589,0.0,-0.8090169944150626,0.3779007019,-0.118512862,1
32,4,D,0.741211896172389,0.24999999999216507,-1.8849555920797507,2.5132741228216924,143.99999999712708,1.2566370614108462,-1.0,0.1869176962,0.4692723903,3
33,3,E,0.23235173574310453,0.872677996235706,-0.6283185307596005,5.026548245670892,287.99999999583014,2.513274122835446,-1.0,-0.6220992981,1.0570576426,4
34,3,E,0.35489469209594016,0.8726779962303164,3.141592653589793,5.026548245643385,287.99999999425415,0.0,-1.0,1.1869176962,0.4692723903,4
35,5,C,0.3846380958539857,0.6472135955170357,-1.8849555921859174,3.769911184357894,216.00000000287292,1.256637061410846,-1.0,0.3779007019,1.0570576426,2
36,5,C,0.8314004193743043,2.0283552615296685e-11,0.0,1.2566370615362015,72.00000000574586,3.141592653589793,,0.1869176962,-0.2572701377,2
37,4,D,0.49478872441959576,0.7694208842650788,-0.31415926537879696,4.398229714902791,251.99999999295724,2.8274333882194966,-1.0,-0.6220992981,0.3305151146,3
38,3,E,0.38549581434260194,0.8726779962303164,3.141592653589793,5.026548245643385,287.99999999425415,0.0,-1.0,1.1869176962,-0.2572701377,4
39,6,B,0.7887540570066178,0.16666666668034147,-2.5132741229400826,1.256637061536202,72.00000000574589,0.0,-0.8090169944150626,0.3779007019,0.3305151146,1
40,7,A,0.8119266262333713,0.23114771267669604,2.513274122871258,1.2566370614668823,72.00000000177417,-1.8849555921470296,-0.3090169943820068,0.4959346906,-0.0327561494,0
41,5,C,0.5751352827217352,0.6472135955334569,-0.6283185307113084,3.7699111844700663,216.00000000929995,2.513274122863454,-1.0,-0.3130823038,0.5550291029,2
42,4,D,0.2264452509831829,0.6243030102503502,2.9039866282230866,3.7699111843524094,216.0000000025587,0.0,-0.9719042449431428,1.4959346906,-0.0327561494,3
43,3,E,0.5713716953122017,0.5393446629138938,-1.8849555921072478,3.7699111842991155,215.99999999950518,1.2566370614402351,-1.0,0.6869176962,0.5550291029,4
44,5,C,0.9044209108358102,2.2410920322742146e-11,0.7332872745253374,1.256637061519907,72.00000000481225,-1.8849555921426404,,0.1869176962,0.1917578388,2
45,3,E,0.3530247331362112,0.872677996235706,-0.6283185307596005,5.026548245670892,287.99999999583014,2.513274122835446,-1.0,-0.6220992981,0.7795430911,4
46,3,E,0.4013975126273216,0.8726779962461673,3.141592653564793,5.026548245724286,287.99999999888945,-4.0450753857612654e-11,-1.0,1.1869176962,0.1917578388,4
47,5,C,0.5439699446406465,0.6472135955170357,-1.8849555921859174,3.769911184357894,216.00000000287292,1.256637061410846,-1.0,0.3779007019,0.7795430911,2
48,3,E,0.668177676608559,0.5393446629325278,1.256637061412541,3.769911184357894,216.00000000287292,-1.8849555921789476,-1.0,0.1869176962,-0.5347846892,4
49,5,C,0.5266631987671004,0.6472135954604828,0.0,3.769911184162198,215.9999999916604,3.141592653589793,-1.0,-0.6220992981,0.0530005631,2
50,5,C,0.3222864691448196,0.647213595493006,2.513274122833076,3.7699111843161823,216.00000000048303,-0.6283185307445027,-1.0,1.1869176962,-0.5347846892,2
51,5,C,0.8840942501038991,2.0283574819805795e-11,-3.141590464186723,1.256637061536202,72.00000000574589,0.0,,0.3779007019,0.0530005631,2
52,7,A,0.7280827949480575,0.23114771267669607,2.513274122871258,1.2566370614668823,72.00000000177417,-1.8849555921470296,-0.3090169943820068,0.4959346906,-0.3102707009,0
53,5,C,0.6741066751445826,0.6472135955180685,-0.628318530703583,3.769911184389165,216.00000000466463,2.513274122903905,-1.0,-0.3130823038,0.2775145514,2
54,3,E,0.20190581870949031,0.8726779962543398,2.5132741228820334,5.026548245765998,288.0000000012793,-0.6283185307067946,-1.0,1.4959346906,-0.3102707009,4
55,4,D,0.6692150928822254,0.2499999999699486,-2.513274122793136,2.5132741227904214,143.99999999533537,0.6283185306858882,-1.0,0.6869176962,0.2775145514,3
56,5,C,0.9322514092430096,2.0283552615296685e-11,0.0,1.2566370615362015,72.00000000574586,3.141592653589793,,0.1869176962,-0.0857567126,2
57,3,E,0.4512190200523294,0.872677996235706,-0.6283185307596005,5.026548245670892,287.99999999583014,2.513274122835446,-1.0,-0.6220992981,0.5020285397,4
58,3,E,0.4052063827235033,0.8726779962303164,3.141592653589793,5.026548245643385,287.99999999425415,0.0,-1.0,1.1869176962,-0.0857567126,4
59,7,A,0.6990897485795645,0.23114771268841938,-1.8849555922541943,1.256637061536202,72.00000000574589,0.0,-0.30901699447035585,0.3779007019,0.5020285397,0
60,6,B,0.8046007633187675,0.16666666666128008,3.141592653589793,1.2566370614668823,72.00000000177417,-1.8849555921470296,0.3090169943684362,0.4959346906,0.1387572757,1
61,5,C,0.49693203860717305,0.6472135955180685,-0.628318530703583,3.769911184389165,216.00000000466463,2.513274122903905,-1.0,-0.3130823038,0.726542528,2
62,5,C,0.22463156015858043,0.6472135955104829,3.141592653589793,3.7699111843524094,216.0000000025587,0.0,-1.0,1.4959346906,0.1387572757,2
63,3,E,0.4937494993863897,0.5393446629138938,-1.8849555921072478,3.7699111842991155,215.99999999950518,1.2566370614402351,-1.0,0.6869176962,0.726542528,4
64,5,C,0.803557018741849,2.0283552615296685e-11,0.0,1.2566370615362015,72.00000000574586,3.141592653589793,,0.1869176962,0.363271264,2
65,3,E,0.2804240439045883,0.872677996235706,-0.6283185307596005,5.026548245670892,287.99999999583014,2.513274122835446,-1.0,-0.6220992981,0.9510565163,4
66,3,E,0.3772806246077678,0.8726779962303164,3.141592653589793,5.026548245643385,287.99999999425415,0.0,-1.0,1.1869176962,0.363271264,4
67,5,C,0.4457654178525037,0.6472135955170357,-1.8849555921859174,3.769911184357894,216.00000000287292,1.256637061410846,-1.0,0.3779007019,0.9510565163,2
68,3,E,0.7690566943066883,0.5393446629325278,1.256637061412541,3.769911184357894,216.00000000287292,-1.8849555921789476,-1.0,0.1869176962,-0.363271264,4
69,5,C,0.5131380466681807,0.6472135954604828,0.0,3.769911184162198,215.9999999916604,3.141592653589793,-1.0,-0.6220992981,0.2245139883,2
70,5,C,0.3655519043705342,0.6472135954776177,2.5132741228408015,3.769911184235281,215.99999999584773,-0.628318530704052,-1.0,1.1869176962,-0.363271264,2
71,5,C,0.8374546922865547,2.0283585921999575e-11,-3.1415915588888574,1.256637061536202,72.00000000574589,0.0,,0.3779007019,0.2245139883,2
72,7,A,0.7906845983313592,0.23114771267669607,2.513274122871258,1.2566370614668823,72.00000000177417,-1.8849555921470296,-0.3090169943820068,0.4959346906,-0.1387572757,0
73,5,C,0.6181119166368454,0.6472135955180685,-0.628318530703583,3.769911184389165,216.00000000466463,2.513274122903905,-1.0,-0.3130823038,0.4490279766,2
74,3,E,0.22100815589493272,0.8726779962543398,2.5132741228820334,5.026548245765998,288.0000000012793,-0.6283185307067946,-1.0,1.4959346906,-0.1387572757,4
75,4,D,0.6139291466500224,0.2499999999699486,-2.513274122793136,2.5132741227904214,143.99999999533537,0.6283185306858882,-1.0,0.6869176962,0.4490279766,3
