substrate,seed,threshold,phys_return_dist,perp_residue,start_depth,min_depth,max_depth,depth_range,depth_excursion,cum_abs_depth_change,mean_depth,sign_changes,dip_return,cum_perp_path
AB_N30,0,2.0,1.4142135623730951,1.4142135623730951,0.5166310962101816,0.06505238175392014,0.9764097906355483,0.9113574088816282,0.4515787144562614,315.49632645335055,0.480957654246671,798,True,1023.9999999957097
AB_N30,0,2.0,1.4142135623730951,1.4142135623730951,0.4624950774864558,0.02682482733220537,0.9936912801191664,0.966866452786961,0.4356702501542504,296.1526006200028,0.4837695073849735,787,True,1024.0000000000935
AB_N30,0,2.0,1.8477590649477607,0.7653668647757284,0.5734134507877128,0.01847019215471324,0.9507066382382686,0.9322364460835554,0.5549432586329995,303.9751554949364,0.4769128776133411,779,True,1023.9999999997092
AB_N30,0,2.0,1.8477590650401536,0.76536686473746,0.5303848588430813,0.01849098828023754,0.9469585110906088,0.9284675228103713,0.5118938705628437,312.0531436029738,0.4787651329829963,800,True,1023.9999999977093
AB_N30,0,2.0,0.7653668647374647,1.84775906504015,0.26716169676590396,0.007552027041436871,0.965925235708089,0.9583732086666521,0.2596096697244671,298.8769920557279,0.48017327413891175,799,True,1024.0000000017453
AB_N30,0,2.0,1.8477590650401468,0.76536686473746,0.475037158282984,0.0076016816649838725,0.997205341051542,0.9896036593865581,0.4674354766180001,302.5849218225315,0.48010942699063364,789,True,1024.0000000003793
AB_N30,0,2.0,1.84775906504015,0.76536686473746,0.15882827975682068,0.017447678381048548,0.9714384566178691,0.9539907782368205,0.14138060137577213,299.41898074224366,0.46350248058304916,764,False,1024.0000000010045
AB_N30,0,2.0,1.8477590650018787,0.765366864645072,0.386190542613308,0.03734911613943093,0.9620305399425931,0.9246814238031622,0.34884142647387706,301.0409030654295,0.46948922824448275,783,True,1023.9999999981168
AB_N30,0,2.0,1.8477590650401519,0.76536686473746,0.4400423906789329,0.04401402091336826,0.9645085025801804,0.9204944816668121,0.39602836976556466,297.7606372635071,0.477108565576591,802,True,1024.0000000030996
AB_N30,0,2.0,1.847759065040149,0.76536686473746,0.8702880313249998,0.07082676630241824,0.9275827459270131,0.8567559796245948,0.7994612650225815,322.2935285222398,0.49078173946880405,841,False,1024.0000000026907
AB_N30,0,2.0,0.0,0.0,0.09198475769905878,0.003269900366847822,0.9620305399425931,0.9587606395757453,0.08871485733221096,306.8148056663863,0.46761564468420225,769,False,1023.999999999338
AB_N30,0,2.0,1.9999999999673377,1.9999999999673386,0.09660673319943702,0.01849098828023754,0.9739926672107198,0.9555016789304822,0.07811574491919948,276.3642748943073,0.46775811049390853,745,False,1024.0000000000996
AB_N30,0,2.0,1.4142135623730951,1.4142135623730951,0.29454064866565743,0.032775332353835784,0.997205341051542,0.9644300086977062,0.26176531631182165,281.2180202890154,0.4800962628330735,764,True,1023.9999999994465
AB_N30,0,2.0,1.8477590650401485,0.76536686473746,0.34923978641897324,0.010855439758074237,0.9874360119293708,0.9765805721712966,0.338384346660899,294.2523136318192,0.47470571952708335,773,False,1023.9999999995683
AB_N30,0,2.0,1.8477590650401536,0.76536686473746,0.3543486953441015,0.018037913707911968,0.9527950745669008,0.9347571608589889,0.33631078163618955,305.36331161696717,0.48534649147000253,796,True,1023.9999999943468
AB_N30,0,2.0,1.4142135623730951,1.4142135623730951,0.41148030779577904,0.02580996315432993,0.9828880940828411,0.9570781309285111,0.3856703446414491,290.41788043659216,0.4845270175559897,782,True,1023.9999999974276
AB_N30,0,2.0,1.8477590650401456,0.76536686473746,0.603385436930157,0.049455497116966285,0.9527950745669008,0.9033395774499345,0.5539299398131907,293.68405494816955,0.4893359724038184,785,False,1023.9999999975568
AB_N30,0,2.0,1.4142135623730951,1.4142135623730951,0.12226945772971032,0.010522931577144679,0.9910209398909956,0.9804980083138509,0.11174652615256564,318.5917748470647,0.4868698057490439,786,False,1024.000000000284
