vertex_id,substrate,depth,drift_mag,alignment_angle,radial_drift,tangential_drift,pos_mag,degree,depth_bin
252,AB_N30,0.9227710108023021,0.14285714285714285,-126.79916453904487,-0.0855731317931192,-0.11439144365040409,0.11431226919674352,7,"(0.917, 0.937]"
253,AB_N30,0.3091453069872916,0.6532814824539697,-163.8524682541427,-0.6275087227159284,-0.181685162389999,1.0225845043930264,4,"(0.299, 0.319]"
254,AB_N30,0.38450270666416364,0.8047378541333333,-175.6895556008931,-0.8024616121909511,-0.06048450078343537,0.9110425115828191,3,"(0.379, 0.399]"
255,AB_N30,0.54760406525452,0.4828427124925661,152.49990108258524,-0.4282863317894653,0.22295269231274817,0.6696242746846575,5,"(0.539, 0.558]"
256,AB_N30,0.10721175429873686,0.8047378541307065,-172.18230552431703,-0.7972585244385373,-0.10946167859566541,1.32148110882349,3,"(0.0998, 0.12]"
257,AB_N30,0.3432987363431126,0.8047378541333333,159.16443404000705,-0.7521120753617357,0.2862349384163028,0.9720315183825484,3,"(0.339, 0.359]"
258,AB_N30,0.2758089157004956,0.6532814824444025,168.32718138581987,-0.639770905173949,0.1321736895061275,1.0719281326654237,4,"(0.259, 0.279]"
259,AB_N30,0.8264344275470821,0.48284271248,-159.12723665847957,-0.4511556530091117,-0.1720338971045125,0.25690708434283455,5,"(0.818, 0.838]"
260,AB_N30,0.3749462438192691,0.6532814824444025,-172.1801492130725,-0.6472064616590089,-0.0888847078612632,0.9251877304267145,4,"(0.359, 0.379]"
261,AB_N30,0.3651790730669384,0.6532814824444025,172.30119835298396,-0.6473928043680266,0.0875171535029457,0.9396448334385491,4,"(0.359, 0.379]"
262,AB_N30,0.6563809187018369,0.482842712478424,158.32185185484096,-0.4486929472700406,0.17835841461407578,0.5086157067515288,5,"(0.638, 0.658]"
