substrate,seed,linger_n,linger_step,mean_residue,median_residue
Penrose_N24,9,160,61,0.9904284882096628,0.9759111274694964
Penrose_N24,9,160,66,0.9892352128247425,0.9649436732006356
Penrose_N24,9,160,71,0.9944676493366744,0.9759111274904703
Penrose_N24,9,160,76,0.9881027426098362,0.9649436731970761
Penrose_N24,9,160,81,0.995575743029,0.9759111275011362
Penrose_N24,9,160,86,0.9863951459373151,0.9649436731543051
Penrose_N24,9,160,91,0.9844919756278994,0.9759111274755897
Penrose_N24,9,160,96,0.9833488201564862,0.9649436731616275
Penrose_N24,9,160,101,0.990480507481313,0.9571004630233388
Penrose_N24,9,160,106,0.9894174391852936,0.9649436732006356
Penrose_N24,9,160,111,0.9803901745607538,0.9538501225367477
Penrose_N24,9,160,116,0.9984590592940749,0.9649436732011406
Penrose_N24,9,160,121,0.9865566196748525,0.9759111274531003
Penrose_N24,9,160,126,0.9800000104331759,0.9554766749580619
Penrose_N24,9,160,131,0.9766327178563688,0.9512124144935401
Penrose_N24,9,160,136,0.9870992142410807,0.9649436732011407
Penrose_N24,9,160,141,0.9917725932409066,0.9759111274870326
Penrose_N24,9,160,146,0.9762504896063663,0.9554766749685717
Penrose_N24,9,160,151,0.9846765063932781,0.9538501224936035
Penrose_N24,9,160,156,0.9912974948396626,0.9649436731935165
Penrose_N24,9,160,160,0.9914365156842913,0.9649436732011406
